FemaleID,MaleID,pairID,Year,FemaleAge,MaleAge,Fpair,Site,Fledged,Survived,Fmale,Ffemale,ll,Fa
68030,41455,B68030B41455,1997-98,6,10,0.33203125,WSB,2,1,0.4375,0.30859375,0.04494,0.711621998
68046,73022,B68046B73022,1997-98,5,4,0.350830078,MGR,2,2,0.388671875,0.307128906,0.041015,0.768678808
68048,73050,B68048B73050,1997-98,5,4,0.384277344,MGR,2,1,0.307128906,0.344238281,0.04487,0.776569551
72826,72803,B72826B72803,1997-98,4,4,0.391723633,WSB,1,1,0.383789063,0.321777344,0.039605,0.826648645
72851,67505,B72851B67505,1997-98,3,7,0.349243164,WSB,2,2,0.27734375,0.354003906,0.044625,0.752594574
72854,66180,B72854B66180,1997-98,3,7,0.434570313,TPB,1,0,0.5703125,0.28515625,0.046205,0.811336637
72866,72887,B72866B72887,1997-98,3,3,0.316467285,WSB,3,3,0.328125,0.316223145,0.03389,0.799383662
72873,45247,B72873B45247,1997-98,3,8,0.294433594,WSB,3,3,0.27734375,0.295898438,0.04119,0.711284919
72877,77503,B72877B77503,1997-98,3,3,0.313110352,WSB,2,1,0.321777344,0.373046875,0.036245,0.790955509
73002,73021,B73002B73021,1997-98,5,4,0.5390625,MGR,2,1,0.388671875,0.388671875,0.068895,0.801174473
73003,46769,B73003B46769,1997-98,5,5,0.356933594,MGR,1,1,0.357421875,0.388671875,0.039305,0.794772543
73008,73037,B73008B73037,1997-98,5,2,0.397949219,MGR,2,1,0.384277344,0.33984375,0.043145,0.7966568
73015,68043,B73015B68043,1997-98,4,5,0.409790039,MGR,1,0,0.33984375,0.395507813,0.04888,0.766498551
73031,73027,B73031B73027,1997-98,3,3,0.394866943,MGR,1,0,0.365234375,0.368408203,0.038085,0.841015097
73041,73056,B73041B73056,1997-98,2,2,0.378112793,MGR,2,1,0.405639648,0.364746094,0.030845,0.881745965
77509,67530,B77509B67530,1997-98,3,5,0.46484375,TPB,4,2,0.29296875,0.29296875,0.073815,0.714099789
77511,72874,B77511B72874,1997-98,3,3,0.354003906,WSB,1,1,0.295898438,0.306640625,0.0389,0.806553006
77524,77584,B77524B77584,1997-98,2,2,0.39151001,TPB,5,2,0.304199219,0.354003906,0.038675,0.840618459
77542,72847,B77542B72847,1997-98,2,3,0.340789795,WSB,2,1,0.349121094,0.426513672,0.03118,0.85154241
77548,77522,B77548B77522,1997-98,2,2,0.343582153,WSB,3,2,0.34375,0.341033936,0.03006,0.866215846
77563,41443,B77563B41443,1997-98,2,10,0.44140625,WSB,1,1,0.4375,0.356445313,0.056785,0.742374415
77566,72879,B77566B72879,1997-98,2,3,0.324035645,WSB,1,0,0.30078125,0.316467285,0.03489,0.806487339
77571,77525,B77571B77525,1997-98,2,2,0.386199951,WSB,2,2,0.354003906,0.380859375,0.03724,0.836576508
77572,79703,B77572B79703,1997-98,2,1,0.347625732,WSB,1,0,0.343582153,0.380859375,0.03019,0.869939369
77575,77556,B77575B77556,1997-98,2,2,0.41796875,WSB,2,2,0.326660156,0.3515625,0.043775,0.847698697
77576,67526,B77576B67526,1997-98,2,5,0.33605957,WSB,2,1,0.38671875,0.33026123,0.034035,0.82316137
77582,77545,B77582B77545,1997-98,2,2,0.411376953,WSB,4,2,0.48828125,0.33203125,0.041095,0.843667356
77590,72839,B77590B72839,1997-98,1,3,0.334228516,WSB,2,2,0.3515625,0.354003906,0.03018,0.854876688
77592,67539,B77592B67539,1997-98,1,5,0.336669922,WSB,2,2,0.3046875,0.313110352,0.038475,0.762185312
77593,77541,B77593B77541,1997-98,1,2,0.340026855,TPB,2,2,0.426513672,0.29296875,0.034265,0.810216596
77596,72892,B77596B72892,1997-98,1,3,0.41796875,WSB,1,1,0.3515625,0.326660156,0.043425,0.847698697
77600,72842,B77600B72842,1997-98,1,3,0.445373535,WSB,1,1,0.321777344,0.391723633,0.045225,0.860497847
79701,72850,B79701B72850,1997-98,1,3,0.332580566,TPB,1,0,0.341033936,0.302734375,0.03394,0.816139801
79702,79751,B79702B79751,1997-98,1,1,0.350608826,TPB,1,1,0.391723633,0.343582153,0.026905,0.903368081
79710,72810,B79710B72810,1997-98,1,4,0.328704834,TPB,1,1,0.299316406,0.316467285,0.046065,0.834288648
79727,79704,B79727B79704,1997-98,1,1,0.330932617,WSB,2,1,0.294433594,0.33203125,0.036415,0.801832422
79733,79713,B79733B79713,1997-98,1,1,0.335655212,TPB,2,0,0.341033936,0.315368652,0.029525,0.864139687
79734,77544,B79734B77544,1997-98,1,2,0.507781982,TPB,1,0,0.382202148,0.324462891,0.061565,0.878061501
79737,79718,B79737B79718,1997-98,1,1,0.359436035,WSB,1,1,0.295898438,0.311706543,0.038155,0.813577012
79744,77586,B79744B77586,1997-98,1,1,0.347106934,WSB,1,1,0.356445313,0.310668945,0.031005,0.85961563
79750,77597,B79750B77597,1997-98,1,1,0.325927734,WSB,2,1,0.324707031,0.294433594,0.035175,0.807039987
79756,77591,B79756B77591,1997-98,1,1,0.348648071,TPB,2,2,0.313110352,0.336547852,0.03125,0.863574474
45205,66137,B45205B66137,1998-99,9,8,0.357421875,MGR,1,1,0.32421875,0.34375,0.05172,0.670655787
66134,44895,B66134B44895,1998-99,8,9,0.388671875,MGR,2,1,0.3046875,0.453125,0.05597,0.674764633
67584,72810,B67584B72810,1998-99,5,5,0.33026123,TPB,3,2,0.299316406,0.326904297,0.034595,0.815222078
67586,72855,B67586B72855,1998-99,5,4,0.356445313,WSB,3,1,0.28515625,0.388671875,0.040575,0.77296328
68013,41499,B68013B41499,1998-99,7,10,0.321289063,WSB,3,2,0.318359375,0.2890625,0.04359,0.718456935
68027,68039,B68027B68039,1998-99,7,7,0.309326172,WSB,2,2,0.310058594,0.33203125,0.034185,0.813413337
68030,66173,B68030B66173,1998-99,7,8,0.3515625,WSB,1,1,0.328125,0.30859375,0.043605,0.747808723
68035,72801,B68035B72801,1998-99,7,5,0.328613281,WSB,1,0,0.328125,0.27734375,0.0451,0.711336821
68046,73022,B68046B73022,1998-99,6,5,0.350830078,MGR,2,2,0.388671875,0.307128906,0.041015,0.768678808
68048,73050,B68048B73050,1998-99,6,5,0.384277344,MGR,2,2,0.307128906,0.344238281,0.04487,0.776569551
72826,79742,B72826B79742,1998-99,5,2,0.357116699,WSB,2,2,0.343070984,0.321777344,0.031375,0.863722891
72851,72842,B72851B72842,1998-99,4,4,0.387023926,WSB,2,2,0.321777344,0.354003906,0.038655,0.835948599
72854,79763,B72854B79763,1998-99,4,1,0.342407227,TPB,3,1,0.313110352,0.28515625,0.036955,0.794891453
72866,72887,B72866B72887,1998-99,4,4,0.316467285,WSB,2,0,0.328125,0.316223145,0.03389,0.799383662
72877,77503,B72877B77503,1998-99,4,4,0.313110352,WSB,4,3,0.321777344,0.373046875,0.036245,0.790955509
73002,73071,B73002B73071,1998-99,6,2,0.460754395,MGR,1,0,0.382446289,0.388671875,0.0468,0.844088437
73003,73073,B73003B73073,1998-99,6,2,0.395019531,MGR,1,1,0.310546875,0.388671875,0.049885,0.737867874
73008,73037,B73008B73037,1998-99,6,3,0.397949219,MGR,2,0,0.384277344,0.33984375,0.043145,0.7966568
73015,68043,B73015B68043,1998-99,5,6,0.409790039,MGR,2,2,0.33984375,0.395507813,0.04888,0.766498551
73041,73056,B73041B73056,1998-99,3,3,0.378112793,MGR,3,3,0.405639648,0.364746094,0.030845,0.881745965
73045,73043,B73045B73043,1998-99,3,3,0.432128906,MGR,1,0,0.5390625,0.47265625,0.03918,0.843518205
73046,73038,B73046B73038,1998-99,3,3,0.433563232,MGR,1,0,0.384277344,0.332397461,0.048385,0.819348106
73047,73027,B73047B73027,1998-99,3,4,0.42376709,MGR,3,3,0.365234375,0.372802734,0.043545,0.830353914
73072,73069,B73072B73069,1998-99,2,2,0.408447266,MGR,1,0,0.413574219,0.310546875,0.045025,0.778968203
73074,73077,B73074B73077,1998-99,2,2,0.5390625,MGR,1,1,0.388671875,0.5390625,0.0565,0.854764166
77524,77584,B77524B77584,1998-99,3,3,0.39151001,TPB,2,0,0.304199219,0.354003906,0.038675,0.840618459
77542,72847,B77542B72847,1998-99,3,4,0.340789795,WSB,1,1,0.349121094,0.426513672,0.03118,0.85154241
77548,77522,B77548B77522,1998-99,3,3,0.343582153,WSB,3,2,0.34375,0.341033936,0.03006,0.866215846
77563,41443,B77563B41443,1998-99,3,11,0.44140625,WSB,2,1,0.4375,0.356445313,0.056785,0.742374415
77566,79739,B77566B79739,1998-99,3,2,0.345985413,WSB,2,1,0.323059082,0.316467285,0.026795,0.881765132
77571,80619,B77571B80619,1998-99,3,1,0.354110718,WSB,2,2,0.349243164,0.380859375,0.034635,0.833348136
77572,79703,B77572B79703,1998-99,3,2,0.347625732,WSB,2,1,0.343582153,0.380859375,0.03019,0.869939369
77576,67526,B77576B67526,1998-99,3,6,0.33605957,WSB,3,2,0.38671875,0.33026123,0.034035,0.82316137
77587,72889,B77587B72889,1998-99,2,4,0.323364258,WSB,2,1,0.328857422,0.413330078,0.030155,0.85874987
77590,72839,B77590B72839,1998-99,2,4,0.334228516,WSB,2,1,0.3515625,0.354003906,0.03018,0.854876688
77592,77565,B77592B77565,1998-99,2,3,0.493408203,WSB,3,0,0.313110352,0.313110352,0.060595,0.856409503
77593,77597,B77593B77597,1998-99,2,2,0.33190918,WSB,2,1,0.324707031,0.29296875,0.04006,0.762537832
77596,79754,B77596B79754,1998-99,2,2,0.333831787,WSB,1,1,0.313110352,0.326660156,0.03001,0.858543759
79304,73076,B79304B73076,1998-99,1,2,0.512390137,MGR,1,0,0.350830078,0.350830078,0.06221,0.84983324
79311,73066,B79311B73066,1998-99,1,2,0.372558594,MGR,1,0,0.384277344,0.388671875,0.035935,0.831801642
79701,72850,B79701B72850,1998-99,2,4,0.332580566,TPB,1,1,0.341033936,0.302734375,0.03394,0.816139801
79702,79751,B79702B79751,1998-99,2,2,0.350608826,TPB,1,0,0.391723633,0.343582153,0.026905,0.903368081
79712,77579,B79712B77579,1998-99,2,3,0.343597412,TPB,3,1,0.328613281,0.341033936,0.03258,0.838123799
79714,77535,B79714B77535,1998-99,2,3,0.338920593,WSB,1,1,0.352294922,0.315734863,0.02974,0.867996509
79737,79718,B79737B79718,1998-99,2,2,0.359436035,WSB,1,0,0.295898438,0.311706543,0.038155,0.813577012
79755,72892,B79755B72892,1998-99,2,4,0.341247559,WSB,2,1,0.3515625,0.344238281,0.03296,0.840350393
79756,80633,B79756B80633,1998-99,2,1,0.326782227,TPB,1,1,0.309326172,0.336547852,0.028305,0.87093446
79756,80641,B79756B80641,1998-99,2,1,0.301177979,TPB,2,1,0.46484375,0.336547852,0.02728,0.85886908
79771,79743,B79771B79743,1998-99,1,1,0.359451294,WSB,2,1,0.329101563,0.33605957,0.032605,0.865019641
79778,79775,B79778B79775,1998-99,1,1,0.33581543,WSB,1,0,0.294433594,0.411376953,0.02987,0.85213567
79783,80629,B79783B80629,1998-99,1,1,0.39384079,WSB,1,0,0.356750488,0.343582153,0.03229,0.900572639
79786,79767,B79786B79767,1998-99,1,1,0.33936882,WSB,1,0,0.356750488,0.358078003,0.026965,0.893325323
80504,80507,B80504B80507,1998-99,1,1,0.391479492,MGR,1,1,0.356933594,0.364746094,0.037075,0.854482254
80605,80635,B80605B80635,1998-99,1,1,0.363300323,TPB,1,0,0.39151001,0.348648071,0.02842,0.907078449
80613,79724,B80613B79724,1998-99,1,2,0.384277344,WSB,2,1,0.5703125,0.325927734,0.03069,0.89846129
80617,80610,B80617B80610,1998-99,1,1,0.354999542,WSB,1,1,0.356445313,0.334228516,0.02931,0.878635246
80618,77523,B80618B77523,1998-99,1,3,0.379573822,WSB,2,1,0.34375,0.334228516,0.03219,0.882880254
80620,79762,B80620B79762,1998-99,1,1,0.336624146,WSB,2,1,0.356445313,0.349243164,0.031205,0.846444341
80645,80631,B80645B80631,1998-99,1,1,0.328735352,WSB,1,0,0.302734375,0.356384277,0.03487,0.806993287
45205,66137,B45205B66137,1999-00,10,9,0.357421875,MGR,1,1,0.32421875,0.34375,0.05172,0.670655787
68046,73027,B68046B73027,1999-00,7,5,0.383666992,MGR,1,1,0.365234375,0.307128906,0.04342,0.782008869
73006,73032,B73006B73032,1999-00,7,5,0.374755859,MGR,1,1,0.465820313,0.326171875,0.04088,0.791109224
73008,73037,B73008B73037,1999-00,7,4,0.397949219,MGR,2,2,0.384277344,0.33984375,0.043145,0.7966568
73045,73043,B73045B73043,1999-00,4,4,0.432128906,MGR,2,2,0.5390625,0.47265625,0.03918,0.843518205
73046,73038,B73046B73038,1999-00,4,4,0.433563232,MGR,1,0,0.384277344,0.332397461,0.048385,0.819348106
68048,73073,B68048B73073,2000-01,8,4,0.37487793,MGR,2,2,0.310546875,0.344238281,0.04625,0.745758617
73041,77407,B73041B77407,2000-01,5,2,0.53024292,MGR,2,2,0.378112793,0.364746094,0.065485,0.88369936
73045,73043,B73045B73043,2000-01,5,5,0.432128906,MGR,2,2,0.5390625,0.47265625,0.03918,0.843518205
73046,77402,B73046B77402,2000-01,5,2,0.433563232,MGR,1,1,0.384277344,0.332397461,0.04742,0.819348106
73072,73069,B73072B73069,2000-01,4,4,0.408447266,MGR,2,1,0.413574219,0.310546875,0.045025,0.778968203
73074,77410,B73074B77410,2000-01,4,2,0.417297363,MGR,2,0,0.42376709,0.5390625,0.0317,0.905299101
73100,79317,B73100B79317,2000-01,2,3,0.383911133,MGR,1,1,0.5390625,0.391479492,0.028315,0.909901663
77405,73093,B77405B73093,2000-01,2,2,0.5390625,MGR,2,2,0.388671875,0.5390625,0.052495,0.867114915
77412,77404,B77412B77404,2000-01,2,2,0.402709961,MGR,2,1,0.384277344,0.350830078,0.038295,0.856131025
79304,73076,B79304B73076,2000-01,3,4,0.512390137,MGR,1,1,0.350830078,0.350830078,0.06221,0.84983324
79311,44895,B79311B44895,2000-01,3,11,0.520507813,MGR,2,2,0.3046875,0.388671875,0.08453,0.716743624
79315,77411,B79315B77411,2000-01,3,2,0.356201172,MGR,1,1,0.350830078,0.357421875,0.03637,0.819101926
73008,73037,B73008B73037,2001-02,9,6,0.397949219,MGR,1,0,0.384277344,0.33984375,0.043145,0.7966568
73046,77402,B73046B77402,2001-02,6,3,0.433563232,MGR,1,1,0.384277344,0.332397461,0.04742,0.819348106
73072,73069,B73072B73069,2001-02,5,5,0.408447266,MGR,2,1,0.413574219,0.310546875,0.045025,0.778968203
73074,73093,B73074B73093,2001-02,5,3,0.5390625,MGR,2,2,0.388671875,0.5390625,0.05614,0.854764166
77405,77438,B77405B77438,2001-02,3,1,0.654296875,MGR,1,0,0.5390625,0.5390625,0.056315,0.935901819
77408,80503,B77408B80503,2001-02,3,4,0.427154541,MGR,3,1,0.364746094,0.378112793,0.03794,0.88369936
77415,77423,B77415B77423,2001-02,2,2,0.363647461,MGR,1,0,0.357421875,0.397949219,0.03472,0.83297384
77428,77414,B77428B77414,2001-02,1,2,0.398071289,MGR,1,1,0.397949219,0.512390137,0.02896,0.902177137
77435,46769,B77435B46769,2001-02,1,9,0.354736328,MGR,1,1,0.357421875,0.432128906,0.03211,0.849754563
77439,79305,B77439B79305,2001-02,1,4,0.444946289,MGR,1,0,0.350830078,0.5390625,0.035885,0.89429076
79304,77421,B79304B77421,2001-02,4,2,0.425109863,MGR,2,2,0.432128906,0.350830078,0.034865,0.880485876
79311,77409,B79311B77409,2001-02,4,3,0.417297363,MGR,4,1,0.42376709,0.388671875,0.039275,0.851709408
79315,77411,B79315B77411,2001-02,4,3,0.356201172,MGR,1,0,0.350830078,0.357421875,0.03637,0.819101926
